reviewId,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app
09599a74-694e-4146-a886-4b9ed1da75ff,"It claims that your number is not a mobile number so good luck getting past the first screen! VOIP even if it's your actual # not allowed! Pure garbage and a waste of time. Denied without reason given ""can't approve at this time"". What a joke this company won't last. Uninstalled!",1,0,25.10.300,2025-07-26 19:00:54,"To resolve this issue during the Stocard to Klarna migration on iOS:
Change Region: Set your device's region to your phone number's country in Settings > General > Language and Region.
Reopen App: Force close and reopen Stocard. Wait a few minutes.
Revert Region: After migration, reset your device's region.
These steps should help",2025-03-14 20:40:50,25.10.300,Klarna
515a78d1-d76b-4bd0-997e-f750f8b928ff,Well it was ok until the final bit putting the code in but then it just went off so I don't know if my order has gone through? 🤔,5,0,25.29.239,2025-07-26 15:23:15,"Hi Stella, if you have not received confirmation from the merchant, this may indicate that the order did not go through and the pending hole incurred will be refunded within 1-7 business days due to this error. We do apologize for the inconvenience of this.",2025-07-26 15:41:26,25.29.239,Klarna
f756fe73-01ba-4ad1-afd5-7685bba2e011,Why do I have to login everytime I use the app? also it's web breakout,1,0,,2025-07-26 12:51:58,"Hey there. We have our log in system in place to ensure our customers online safety and protection against fraud. It is our top priority, but we appreciate you taking the time to leave us this feedback. Thanks.",2025-07-26 13:13:42,,Klarna
09a7bf43-2f31-4789-a3ab-4728e4333de3,interesting,5,0,25.29.239,2025-07-26 08:04:16,,,25.29.239,Klarna
3a8e6b3d-f790-46a9-b26f-97e1d926fc73,"I prefer store card, I went to the store, wanted to use the card, and my store card has been discontinued. I didn't even know, and there no notice. now I read what I needed to do on karna, I followed the instructions, but my card was not moved. it needs me to scan them or do them manually even though it said once I verify my number and email, it will be there.",1,0,,2025-07-26 06:37:09,"Thank you for your feedback. Stocard has been closed and you should have received a notification directly through the Stocard app informing you of this and the date when it will happen. Unfortunately, we are currently unable to help you recover your data. We apologize for any inconvenience this may have caused.
",2025-07-26 06:45:28,,Klarna
701a5bcf-394c-4f0f-acb5-9c5ad64816e7,"Love Klarna, but I can't sign in on the app. It just loads continously. I can't get in to access my account to change payment method. I can't access anything. Ive uninstalled, reinstalled, etc",3,1,25.29.239,2025-07-26 05:03:35,,,25.29.239,Klarna
4890f016-41e0-4922-953e-44b1934cb348,DONT DO IT!!! HORRIBLE EXPERIENCE WITH THEM. CUSTOMER SERVICE IS HORRIBLE AND HAS ABSOLUTELY NO IDEA WHAT THEY ARE DOING. CARDS DONT WORK MOST OF THE TIME AND DONT DARE ASK FOR A REFUND AND EXPECT A REPRESENTATIVE TO KNOW What THEY ARE DOING. HORRIBLE HORRIBLE HORRIBLE,1,0,25.29.239,2025-07-26 04:08:21,,,25.29.239,Klarna
78c6988b-c7b3-4e8d-8e38-883e47f655bf,"Forced onto this by deprecating stocard. Takes so long to open at the till even on an s25 ultra 1TB with 30% full and auto restarts every night. Will never use Klarna. If a company can't even get a basic app right, tells you about the managment.",1,0,25.29.239,2025-07-26 03:21:08,"Thanks for the review Keith. We're sorry to hear your experience with Klarna hasn't measured up to the standard we have set for ourselves. We are always looking for ways we can improve our service to better meet our user's needs and we welcome you to submit any feedback to us directly at feedback@klarna.com
",2025-07-26 03:40:24,25.29.239,Klarna
1d577241-974b-46a6-aea3-556df2b8e740,the app is stalling to open,2,0,25.29.239,2025-07-26 01:29:22,"Thanks for the review. We are sorry to hear that you are having issues with the App's performance. We kindly suggest reinstalling the App and resetting your phone to determine if this issue persists. If it does then we would suggest clearing your cache and cookies and testing via incognito browser while we work to address the App performance.
",2025-07-26 01:39:58,25.29.239,Klarna
ef8bfb60-11de-45ff-8f9d-456ea4386b6c,bang on !,5,0,,2025-07-26 00:42:07,,,,Klarna
4f4ae820-e608-4c0d-96ed-846ed1b4fd85,won't load. can't get into my account,1,0,25.29.239,2025-07-25 23:54:00,"Thank you for the review Tiffanie. We do apologise for the frustration caused by this. Please visit our website and select the Customer Service tab and scroll until you see the ""Can't Sign In?"" option which includes directions on how to reach us so you can regain access to your account.
",2025-07-26 00:00:24,25.29.239,Klarna
ca459277-86bc-42a1-8d5c-c3969062e289,horrible app. Stocard was so much better. Klarna worked for a few weeks then all I get now is a white screen. Nothing loads. Tried a reinstall and gets hung on logging in.,1,0,25.29.239,2025-07-25 22:26:56,"Hi, Thank you for your feedback regarding the app. We are continuously working on improving the app experience. Your feedback is valuable, and we will consider it for future updates.",2025-07-25 22:42:47,25.29.239,Klarna
02d3c749-4519-487d-9ca6-788ed7179d6c,This is new app is rubbish i can't even get access to my cards the old app was good easy you can even use it without a data this rubbish is stuck,1,0,25.29.239,2025-07-25 22:14:34,"Hi, Thank you for your feedback regarding the app. We are continuously working on improving the app experience. Your feedback is valuable, and we will consider it for future updates.",2025-07-25 22:20:16,25.29.239,Klarna
b47db5de-b6d7-449d-8ce1-c8ac53c6b59f,Constantly pushed into using an AI chatbot that repeatedly presses you to take out a Credit Card. Not useful.,1,1,25.29.239,2025-07-25 14:49:31,"Thank you for your feedback. We understand the Klarna app may not have met your expectations, and we sincerely apologize for any inconvenience this has caused.",2025-07-25 15:00:17,25.29.239,Klarna
f67a5f08-c7b7-4334-9456-7a2a417571a3,"So far everything is going great, I have absolutely no complaints for anything and it's been a blessing to have this service Klarna made everything a little easier and gave me some freedom to be able to pay my balance due in payments. A truly appreciated experience and I will be using the company to help me purchase the things I need without any worries !! I'm glad to have heard about this site .. Thank you for giving me a chance !!",5,1,25.30.226,2025-07-25 13:52:54,,,25.30.226,Klarna
8643813f-8169-46a3-a714-190149a0213f,this app Is Terrible it won't let me get in my Cards,1,1,25.29.239,2025-07-25 13:52:22,"Hi, we're saddened to hear that you're having issues with accessing your cards. If you have migrated your cards to the Klarna app before the 1st of July, please reach out to our team for more assistance. If this isn't the case, you will need to download an app of your choice and add all loyalty cards needed manually.",2025-07-25 14:00:03,25.29.239,Klarna
e7809a64-e3d0-48f6-a2af-662d48c8e1dd,This company bought Stocard which made me lose all my loyalty cards. I won't be supporting them.,1,1,25.29.239,2025-07-25 13:41:05,"Hello and thank you for your review.
The loyalty card widget is now available in the Klarna app with the latest update (Version 25.10.300).
Please make sure you've updated to the newest version.
Go to the ""Customer Cards"" section, select your cards, and add them to start earning points.
Best regards.",2025-07-25 14:01:21,25.29.239,Klarna
fd29135d-635c-466d-9271-7fcb7b9adfdc,"I used klarna in Belgium for a while, since I moved away to another European country I couldn't use it anymore. I can't pass the identity confirmation with another document. I've tried with customer support a lot of times and no success.. so my only alternative is to uninstall since the account doesn't work anymore.",1,0,,2025-07-25 11:43:23,"Hello Geovana,
we understand that this is frustrating.
If you have moved to a new country, you may need to create a new Klarna account in that country.
The terms and conditions vary slightly from country to country, so unfortunately you'll need to create a new account.
If you wish to deactivate your current account, you can do it in the app.
KR",2025-07-25 12:10:08,,Klarna
b2b99fea-59b8-437d-a38b-2a6c1d13573a,Filtrering fungerer ikke for Android telefoner.,3,0,25.29.239,2025-07-25 10:38:11,"Hej, mange tak for din anmeldelse. Vi vil gerne se nærmere på det her og anbefaler derfor, at du kontakter vores kundeservice, som kan undersøge sagen nærmere internt. Du kan kontakte vores kundeservice via vores live chat eller ringe til os telefonisk. Du kan finde vores nuværende telefonnummer på hjemmesiden. Hav en rigtig god dag!",2025-07-25 10:42:46,25.29.239,Klarna
3b5512dd-a593-47b5-a44e-65a9e24814bd,very nice,5,0,24.46.353,2025-07-25 10:03:10,,,24.46.353,Klarna
5c9a77b6-9905-4845-b52e-b8b32f331724,i want to learn how it works,5,1,25.29.239,2025-07-25 06:52:49,,,25.29.239,Klarna
316afbb4-d982-4175-b2d2-455b40e5ad2c,"You stole 4 payments today without the order going through. Agent tells me I have to wait 7 days to get money back. $140 in payments, no Walmart order. Thanks for no groceries!! Could have paid the full price elsewhere, no money now to get my groceries anywhere. Unethical behavior! Going to media, bringing this to light. I can't be the only one. Will find others and bring this out in the open. You are thieves. And blaming the merchant, Liars too! You're unbelievable!",1,1,25.29.239,2025-07-25 02:44:40,"Thank you for the review. We understand how frustrating this may be for you. When an order fails, any funds that appear to have been taken weren't debited by us, but placed on 'authorization hold'. We would kindly advise reaching out to your bank they may release the amounts sooner.
We apologize for any inconvenience caused to you by this.
",2025-07-25 03:12:42,25.29.239,Klarna
50f796e8-ea65-4bb1-9d14-0894c005fc2e,Stocars was a simple fasy app. Now been ruined by a an app that is not fast and thus unusable at checkout when you need to be quick. So many logins when just one should be enough,1,1,25.29.239,2025-07-25 01:42:27,"Hi there Naveed. We understand the frustrations with the app change and apologize for any trouble caused by this update. We appreciate your feedback and encourage you to reach out here https://www.klarna.com/international/customer-service/ to submit any feedback or ask any questions. Thanks.
",2025-07-25 02:02:40,25.29.239,Klarna
6e1245b3-56ac-412d-952a-a07cf693813d,Everytime I try to Log-in on the website I instead get redirected to the Play store to download the app. I dont want to be forced to use the app. I dont trust any app with my account details.,1,1,,2025-07-25 00:44:11,"Thank you for the review. We're sorry to hear this has happened. We aren't currently aware of any issues affecting the login service at this time. Please find contact details for our team at https://www.klarna.com/international/customer-service/ where will investigate this further. Apologies for any inconvenience caused to you by this.
",2025-07-25 01:02:40,,Klarna
0454d88c-2113-457b-a922-642f4a9afb3f,"put a pending hold on my account but denied the purchase **Reply to Developer** your agent just said it was literally everyone's fault but Klarna, though it is in fact your app that put a hold then denied my purchase.",1,1,,2025-07-24 22:43:23,"We're sorry to hear about your experience. Please know this isn't the standard we aim for. Your feedback is important, and we invite you to contact us via the app or browser at app.klarna.com/login—just type ""Talk to an agent""—or email us at https://www.klarna.com/customer-service-mail-form/. We're here to help and resolve this for you.",2025-07-24 22:39:34,,Klarna
41d40e02-a0c8-443a-bee1-d31965eb3e28,it won't let me log in,1,0,,2025-07-24 22:27:24,"Thank you for taking the time to leave a review. If you would like to submit further feedback, please reach out to our Customer Service at https://www.klarna.com/international/customer-service/.",2025-07-24 22:40:39,,Klarna
4d32e103-cb32-4d79-9edc-815cb769a9b2,best app that I have ever used but you guys need to correct some things but other than that you guys are the best I recommend you to everyone,5,0,,2025-07-24 22:15:51,We love to hear it!,2025-07-24 22:26:45,,Klarna
38299c9f-febe-4cbd-bd58-3d254949556f,This app is horrible. Nothing loads in the online store. nothing works right. I got mad and went to Bose and paid cash. Problem solved.,1,1,,2025-07-24 21:40:50,"Hi, we understand your concern regarding the app and we can provide information to remedy this issue. Please try deleting and reinstalling the app along with making sure that your device has the latest system update installed. We hope that this information helps.",2025-07-24 21:58:23,,Klarna
1b452c05-05da-40a6-bcb0-db22260d56a2,cant verify my identity for the life it,1,1,25.28.217,2025-07-24 21:36:00,We are saddened to hear this and would like to apologize for the negative experience you have had. We would like to stress that you are more than welcome to make a complaint about this experience by following this link: https://www.klarna.com/us/customer-service/how-can-i-make-a-formal-complaint-to-klarna/.,2025-07-24 21:41:17,25.28.217,Klarna
8cdc0bb7-01a1-48c4-a2cd-ed4ee2ab9dd9,The stupid thing doesn't give you time to get security codes to sign in so it's a wast of time deleting it!,1,1,25.29.239,2025-07-24 21:16:49,"Hi Ivan, we're sorry to hear that you're experiencing this issue and we want to help. Please reach us via chat at https://www.klarna.com/international/customer-service/. Once you do this, a specialist will assist you as soon as possible. We look forward to hearing from you.",2025-07-24 21:21:33,25.29.239,Klarna
26b1eef5-1d2b-4313-835d-3f63c397b6e2,"2nd round. As soon a I login to one of my other devices I get kicked out from the one I was logged in. Narrow minded. How to sign out and in from this app? After being transferred from stocard, I only could activvate a fingerprint access and an extra code if that fails. So that's a siggn in? And you really want me to enter a credit card? Ridiculous!",1,1,25.29.239,2025-07-24 19:27:35,Thank you for reaching out. We understand your concerns over these changes and the processes we use which are not applicable to Stocard. As Klarna are primarily a payment processing service we do have an elevated level of security concerning our customer accounts in order to prevent fraud and identity theft and require additional identifying info.,2025-01-31 22:38:32,25.29.239,Klarna
dee23d41-1125-48b9-9018-935d6230f2d8,app or website NEVER works. updates don't work,1,1,25.29.239,2025-07-24 18:59:19,"Hi, we do understand that this new change is quite the adjustment for all of our former Stocard users and we do encourage you to stay tuned for further updates as we work continuously to ensure the best experience.",2025-07-24 19:00:56,25.29.239,Klarna
b1c3df88-4268-4378-9baa-ad9eeb7d89f2,Last update pretty much made it unusable on checkout lmao can't even see what I'm approved for anymore. Trash app use after pay.,1,0,25.29.239,2025-07-24 15:34:12,"Hi there, thank you for your feedback. There are many factors that can affect your ability to make a purchase using Klarna. Keep in mind that a denial does not mean you'll be denied again in the future as each order is assessed separately. We hope to shop with you again soon. Take care.",2025-07-24 15:38:48,25.29.239,Klarna
78fd7748-4624-4727-9ffe-1a9496e1fd2f,straight up garbage couldn't even try to use this I set up an account my purchase power was $600 and when I added my bank card and tried to purchase something from Amazon and Everytime I tried selecting a payment plan it kept saying I was over my spending limit when in fact it wasn't even $200 the only plan that they were offering me was a biweekly plan which I'm not doing since I get a paycheck once a month what a joke...VERY SHADY PRACTICES,1,1,,2025-07-24 14:39:24,,,,Klarna
c91c727e-eec5-4dc5-aa9d-9206180ea08f,the best 👌,5,0,25.29.239,2025-07-24 14:20:25,,,25.29.239,Klarna
415a753d-a0f3-4bc1-8436-587a2fee87ef,excellent.,5,0,,2025-07-24 14:19:39,,,,Klarna
70c8b781-ea27-46fe-9545-69d348447d1f,None of my cards migrated from stocard,1,1,,2025-07-24 11:41:24,"Hello and thank you for your review.
The loyalty card widget is now available in the Klarna app with the latest update (Version 25.10.300).
Make sure you have updated to the newest version.
Go to the ""Customer Cards"" section, select the cards, and add them to start earning points.
Best regards.",2025-07-24 12:03:46,,Klarna
f7138d5b-0ff1-491f-b96c-fc16468f75d7,It's not letting me take a picture of my I.D,1,0,25.29.239,2025-07-24 11:41:16,"Hello and thank you for your review.
You will be prompted to enable camera access to continue.
Please check your device's security settings to ensure the app has permission to access the camera for taking photos. If you're unsure how to do this, please seek assistance from your device provider.
Best regards.",2025-07-24 12:03:37,25.29.239,Klarna
e207030c-42b3-4779-9dd0-114fafb0b159,card for frozen for no reason and they aren't able to unfreeze it. I was the person who did the transaction. Very bad customer service,1,0,,2025-07-24 07:23:30,"Thanks for the review. We are sorry to hear that you are having issues with the App's performance. We kindly suggest reinstalling the App and resetting your phone to determine if this issue persists. If it does then we would suggest clearing your cache and cookies and testing via incognito browser while we work to address the App performance.
",2025-07-24 07:39:33,,Klarna
df987407-64b4-4a81-a716-9f083f3fa4ce,"Garbage, sticking with After Pay and Paypal.",1,1,25.29.239,2025-07-24 05:12:06,"Thanks for the review. We're sorry to hear your experience with Klarna hasn't measured up to the standard you have come to expect. We are always looking for ways we can improve our service to better meet the needs of our users and we welcome you to reach out to us to submit any feedback to feedback@klarna.com
",2025-07-24 05:20:05,25.29.239,Klarna
5da4a284-f405-4ca8-9f81-90382ef17317,it forced to change frm stocard now boom im struggling to open this klarna app at the paying piont its really so annoying really the bar code its even worse to scan them at till point,1,0,25.26.251,2025-07-24 03:19:24,Thank you for the review. We are sorry to hear that Klarna isn't measuring up to the experience you have grown to expect. If you wish to submit any of the issues you have experienced for further consideration with our feedback team then please don't hesitate in reaching out at feedback@klarna.com as we are always looking for ways we can improve.,2025-07-24 03:20:08,25.26.251,Klarna
4befb612-604e-4294-9fba-6e823aa874c5,"had issue after issue with using this card abroad. despite being advertised as available to use in many countries with visa available, i had my card suspended so many times and have been unable to make many payments while in türkiye, this has caused great distress to me and my children as i couldn't pay my hotel or restraunt bills, having to call customer services to unblock my card after most attempted purchases which was embarrasing. after this i will never use this card again.",1,1,25.28.217,2025-07-24 03:00:51,"Hi there, we're sorry to hear this. Your feedback is the cornerstone of our decision making, so we invite you to submit this to us internally as part of our feedback process. This will allow our agents to submit your feedback to the relevant department. Find out more about this here: https://www.klarna.com/uk/feedback-and-complaints/ thank you.
",2025-07-24 03:23:01,25.28.217,Klarna
7d0a4734-cd93-4499-8f5f-af295a92341e,doesn't let me sign in,1,0,,2025-07-24 02:25:15,We're sorry to hear this. We kindly suggest reinstalling the App and restarting your phone. If this does not help then you may wish to clear your cache and cookies and log in via incognito browser. If the issue persists then please reach out for further support at https://www.klarna.com/international/customer-service/,2025-07-24 02:39:06,,Klarna
988c2182-e11b-4cba-8a21-c7066a0bc6d9,It's sucks!!!,2,0,,2025-07-24 00:29:52,"Thanks for the review. We're sorry to hear your experience with Klarna hasn't measured up to the standard you have come to expect. We are always looking for ways we can improve our service to better meet the needs of our users and we welcome you to reach out to us to submit any feedback to feedback@klarna.com
",2025-07-24 00:41:23,,Klarna
2471ae8f-7a0a-4c7f-964d-9cec0b4ad3a7,I can't verify with my E visa as residence permit neither my Ghanaian passport or Ghana Identity card(Ghana card). what do I do,4,1,25.29.239,2025-07-24 00:08:01,"Thanks for the review, we're sorry to hear that you are experiencing issues with your ID verification. We kindly suggest reaching out to our customer service either via our in-App help centre, or at https://www.klarna.com/international/customer-service/ so that we can assist you further through this process.",2025-07-24 00:19:43,25.29.239,Klarna
bbf95f3c-af57-4f7d-974f-6f1a9387e855,this app sucks! the cards I've saved doesn't even work. I tap on them and it's just blank. Why they suddenly make us switch from Stocard?? why have they complicated such a simple app. I'm better off just taking pictures of my cards and deleting this app.,1,1,25.28.217,2025-07-23 23:26:19,"We are sorry to hear that you are having this issue. Try to reinstall the app, clear cache and cookies to determine if this helps. You can also visit https://www.klarna.com/international/stocard-en/ to view our FAQ page/troubleshooting tips. We are closely monitoring the response to these changes and assure you that your feedback has been heard.
",2025-07-23 23:38:56,25.28.217,Klarna
457b7fab-516e-44ca-92ac-2c107e407089,outstanding,5,0,25.29.239,2025-07-23 22:13:38,We love to hear it!,2025-07-23 22:24:59,25.29.239,Klarna
809fb08a-7203-47af-b306-90bedfbd784e,It would get 5 stars. Because single mom of 3. These kids need things on the fly sometimes amd Klarna to the rescue. But it annoys me when the app won't load. even if i force stop it. I have to restart my phone in order for the app to start,4,0,25.29.239,2025-07-23 21:37:36,,,25.29.239,Klarna
345c9037-4b97-4531-9f97-7f1439205d68,"I swear to god my ID is none of your business, thanks to you a simple payment turned into a waiting simulator because it takes so long to check my ID you guys don't have my money. My bank has it so all I SHOULD need to do is approve the transfer on my own device for my bank because you are only a middle man between the bank and the company that gets payed so don't stick your nose where it doesn't belong!",1,0,22.49.221,2025-07-23 20:59:29,"Hi there, thank you for your feedback. Account verification is designed to ensure your account remains secure. There are many factors that can affect your ability to make a purchase using Klarna. Keep in mind that a denial does not mean you'll be denied again in the future as each order is assessed separately.",2025-07-23 21:03:24,22.49.221,Klarna
f5c152b7-ea0d-4d36-ad8d-5d704edb19ee,don't know just yet 😔 hope you approve me being first time as a client kind regards Anthony,4,0,25.29.239,2025-07-23 20:27:18,,,25.29.239,Klarna
8a81959f-57cf-4bc3-8f90-a16d45cf76c1,AVETE MILIARDI E L'app NON FUNZIONA!,1,0,25.29.239,2025-07-23 19:25:16,"Ciao, comprendiamo che questa nuova modifica richieda un certo adattamento da parte di tutti i nostri ex utenti Stocard e ti invitiamo a rimanere sintonizzato per ulteriori aggiornamenti, poiché lavoriamo costantemente per garantire la migliore esperienza possibile.",2025-07-23 19:40:10,25.29.239,Klarna
9042f97c-d4c4-4585-b231-b0a2644866c1,"No more Samsung Watch app support? I'm ditching this for better ones. Me and my friends only got Stocard ( now kalarna) for the watch. You're gonna see like, 30,000+ people uninstalling soon many did it already !!! i was wait for you guys to release an update, no more waiting switching app today. It's a huge Samsung Watch community globally millions going to uninstall.",1,0,25.29.239,2025-07-23 18:38:27,"Hi Kevin, we apologize that the migration to our app does not fit your needs. If this feature is important to you, it might be worth keeping an eye on future updates from Klarna or considering alternative services that currently offer features that meet your expectations. Thank you.",2025-07-23 18:41:01,25.29.239,Klarna
83431a5c-4fdf-4e28-ba56-1277c5ddee51,Still not working. I can't even get in to contact CS. Emails take weeks to get ahold of someone. I've uninstalled and reinstalled several times. It will work for a few days not load at all. And I can't even use the website now because it keeps telling me to download the app. Guess I'm going to have to stop using Klarna all together and go back to Afterpay. Ew.,1,1,23.32.227,2025-07-23 17:01:33,"Hi Katie, we apologize for the error. We kindly advise you to please use website https://www.klarna.com/us/customer-service/? and scroll down to ""contact us"", there you will find our number. One of our customer support agents will be more than happy to help you over the phone. Thank you.",2025-07-23 17:23:36,23.32.227,Klarna
05c833d6-6965-42e8-9118-212c318d68b8,I had a purchase power up to $180 now nothing? Plus I see fake sites in price comparison for sales...it had a misspell of Overstock as Overstack When looking for things in the app it's saying get the Klarna app?????,1,0,25.28.217,2025-07-23 13:32:40,"Hi, thank you for the review.

Your Purchase power is an estimated amount based on factors such as your payment history with Klarna and your outstanding balance. The amount is not a guarantee and may change based on the store and payment option you choose.

We apologise for the inconvenience
",2025-07-23 13:57:11,25.28.217,Klarna
45620985-c7e1-462e-b01d-42fcbac5edef,"Alot slower than older app, please fix this!! Disappointing there isn't a 1x1 widget too.",1,1,25.29.239,2025-07-23 09:49:13,,,25.29.239,Klarna
3f8cbced-82a5-47d1-b500-5f39457b1f02,Horrible App ! I used stocard for long time without any issue and now suddenly all switched to Klarna. Now I can't even log in using my stocard email and password. too bad ! moreover it asked my phone number and never send me OTP. Looks like not able to send otp to Thailand mobile numbers? So what is the point of asking phone number though already given email and sent code via email already??? The worst part is I lost all my valuable data in stocard and now I am not able to log in Klarna.,1,0,25.29.239,2025-07-23 08:52:48,"Hello.
Stocards integration into the Klarna app have been part of Klarna's efforts to streamline services and provide a unified experience.
For managing loyalty cards within the Klarna app, you can add physical loyalty cards directly by scanning the barcode.
To unlock your account tap this link
https://www.klarna.com/uk/security/unlock-account/
KG
",2025-07-23 10:31:49,25.29.239,Klarna
061c4296-7557-4747-94fb-33db84d0b89f,"Storcard gives be a black screen (seems I missed the time window to export my cards), is there a way to import them from the phone's memory/app directory (not sure I had an account there at all) ?",1,0,,2025-07-23 01:03:55,"Thanks for the review. Stocard in no longer operational and all associated data has been securely removed. To continue managing your loyalty cards, we encourage you to install the Klarna app. You can add your loyalty cards in the Wallet tab by using barcode scanner or entering the card details manually. We apologise for any inconvenience caused.",2025-07-23 01:21:40,,Klarna
15ad0bfa-d26b-45d3-8166-da97696b7563,"poor customer service quality and us bugged, keeps asking me for identity verification and denies all my data even though I've been using klarna for years now and always completed all the payments.",1,0,25.29.239,2025-07-22 23:23:39,We are sorry to hear that you are having issues with your ID verification. PurchaseS with Klarna is susceptible to an eligibility assessment and ID verification is a key part of this process. Errors will occur if a discrepancy occurs during checkout and what is on record with various institutions we cross reference the information provided with.,2025-07-22 23:43:16,25.29.239,Klarna
bebc532e-b637-4df1-919b-5fc94a937648,I lost all my cards in Stocard.,1,0,25.28.217,2025-07-22 22:21:48,"We're sorry to hear about your experience. Please know this isn't the standard we aim for. Your feedback is important, and we invite you to contact us via the app or browser at app.klarna.com/login—just type ""Talk to an agent""—or email us at https://www.klarna.com/customer-service-mail-form/. We're here to help and resolve this for you.",2025-07-22 22:43:16,25.28.217,Klarna
73e25b50-ef27-436c-8199-8019d399fcca,"lies,lies and more lies skip this company and find a better one",1,0,,2025-07-22 22:08:20,,,,Klarna
